NDB_No,Shrt_Desc,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_..mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_..µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.,,,,,,,,,,,
23363,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT",ALL GRDS,"RAW""",73.43,121,23.37,3.04,1.1,0,0,0,13,1.45,12,222,319,53,3.42,0.042,0.001,22.6,0,0.063,0.184,6.72,0.355,0.644,4,0,4,4,64.2,1.84,6,2,2,0,0,0,0,0,0.24,0,1,1.5,1.086,1.266,0.233,60,,,,,,,,,
23382,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT",CHOIC,CKD,"GRILLED""",64.83,158,29.94,4.26,1.21,0,0,0,17,1.91,16,288,421,68,4.46,0.064,0.001,29.6,0,0.082,0.238,8.844,0.45,0.842,5,0,5,5,84,2.19,7,2,2,0,0,0,0,0,0.33,0,2,1.6,1.476,1.757,0.322,76,,,,,,,,
23364,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT",CHOIC,"RAW""",73.18,124,23.35,3.38,1.1,0,0,0,13,1.47,12,221,324,52,3.43,0.049,0.001,22.8,0,0.063,0.183,6.81,0.346,0.648,4,0,4,4,64.7,1.68,6,2,2,0,0,0,0,0,0.25,0,1,1.5,1.137,1.353,0.248,58,,,,,,,,,
23383,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT",SEL,CKD,"GRILLED""",66.2,149,29.52,3.43,1.19,0,0,0,16,1.78,15,289,405,65,4.39,0.046,0.002,28.8,0,0.082,0.24,8.552,0.477,0.828,5,0,5,5,82.6,2.68,9,3,3,0,0,0,0,0,0.28,0,1,1.6,1.313,1.476,0.273,81,,,,,,,,
23365,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FAT",SEL,"RAW""",73.81,116,23.41,2.52,1.09,0,0,0,13,1.37,11,222,312,50,3.38,0.035,0.002,22.2,0,0.064,0.185,6.585,0.367,0.637,4,0,4,4,63.6,2.07,7,2,2,0,0,0,0,0,0.22,0,1,1.5,1.011,1.136,0.211,62,,,,,,,,,
23381,"BEEF,RND,EYE OF RND STEAK,BNLESS,LN,0\ FT",A GRDS,CKD,"GRILLED""",65.35,155,29.85,3.9,1.27,0,0,0,17,1.88,15,288,414,68,4.44,0.055,0.002,29.3,0,0.082,0.239,8.727,0.461,0.836,5,0,5,5,83.4,2.38,8,2,2,0,0,0,0,0,0.31,0,1,1.5,1.41,1.644,0.302,78,,,,,,,,
23353,"BEEF,RND,EYE OF RND STEAK,BNLS,LN & FAT,0\ FAT",SEL,CKD,"GRLD""",65.92,154,29.47,3.98,1.22,0,0,0,16,1.78,15,287,402,65,4.36,0.046,0.002,28.7,0,0.082,0.239,8.509,0.475,0.824,5,0,5,5,82.3,2.67,22,7,7,0,0,0,0,0,0.28,0,1,1.6,1.557,1.748,0.296,81,,,,,,,,
23351,"BEEF,RND,EYE OF RND STK,BNLESS,L & F,0\ F",A GRDS,CKD,"GRILLED""",65.06,159,29.66,4.47,1.22,0,0,0,17,1.88,15,286,411,68,4.41,0.055,0.002,29.1,0,0.082,0.238,8.682,0.459,0.832,5,0,5,5,83.1,2.38,14,4,4,0,0,0,0,0,0.31,0,1,1.6,1.669,1.935,0.326,78,,,,,,,,
13878,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8\ FAT",ALL GRDS,CKD,"RSTD""",61.97,208,28.31,9.65,1.1,0,0,0,7,2.29,18,174,227,37,4.7,0.067,0.01,28.7,0,0.065,0.151,4.947,0.558,0.372,9,0,9,9,107.8,1.57,0,0,0,0,0,0,0,0,0.41,0.2,6,1.4,3.664,4.117,0.392,84,,,,,,,,
23598,"BEEF,RND,EYE OF RND,RST,LN,1/8\ FAT",ALL GRDS,CKD,"RSTD""",65.52,169,29.73,4.71,1.15,0,0,0,6,2.46,20,186,241,38,5.06,0.073,0.011,33.3,0,0.067,0.168,5.341,0.585,0.399,10,0,10,10,113.2,1.64,0,0,0,0,0,0,0,0,0.37,0.1,3,1.9,1.624,1.97,0.209,76,,,,,,,,
23616,"BEEF,RND,EYE OF RND,RST,LN,1/8\ FAT",CHOIC,"RAW""",72.89,128,22.88,3.38,1.1,0,0,0,20,2.12,25,221,351,57,4.28,0.101,0.014,28.6,0,0.096,0.165,6.958,0.681,0.672,14,0,14,14,95.6,1.91,0,0,0,0,0,0,0,0,0.29,0,2,1.2,1.158,1.425,0.159,60,,,,,,,,,
13865,"BEEF,RND,FULL CUT,LN&FAT,1/8\FAT",CHOIC,CKD,"BRLD""",56.73,235,27.54,12.98,1.32,0,0,0,6,2.55,26,240,395,62,4.35,0.101,0.015,27.3,0,0.09,0.21,4.02,0.39,0.38,9,0,9,9,104.9,3.03,0,0,0,0,0,0,0,0,0.16,0.2,8,1.6,4.9,5.56,0.52,79,,,,,,,,
13864,"BEEF,RND,FULL CUT,LN&FAT,1/8\FAT",CHOIC,"RAW""",65.44,195,20.56,11.92,0.98,0,0,0,4,1.99,22,199,342,54,3.24,0.075,0.013,19.6,0,0.1,0.17,3.74,0.36,0.47,8,0,8,8,85.9,2.82,0,0,0,0,0,0,0,0,0.18,0.2,6,1.5,4.63,5.14,0.46,62,,,,,,,,,
13156,"BEEF,RND,FULL CUT,LN,1/4\FAT",CHOIC,CKD,"BRLD""",60.5,191,29.21,7.31,1.41,0,0,0,5,2.7,28,256,422,64,4.64,0.106,0.016,27.7,0,0.1,0.22,4.26,0.41,0.4,10,0,10,10,111.3,3.17,0,0,0,0,0,0,0,0,0.14,0.1,5,1.5,2.56,3.1,0.31,78,,,,,,,,
13421,"BEEF,RND,TIP RND,RST,LN & FAT,0\ FAT",ALL GRDS,CKD,"RSTD""",64.67,188,26.79,8.21,1.11,0,0,0,6,2.18,17,166,217,35,4.49,0.064,0.009,27.4,0,0.062,0.143,4.682,0.528,0.352,8,0,8,8,102,1.49,0,0,0,0,0,0,0,0,0.38,0.2,6,1.3,3.007,3.405,0.305,78,,,,,,,,
13884,"BEEF,RND,TIP RND,RST,LN & FAT,1/8\ FAT",ALL GRDS,CKD,"RSTD""",61.56,219,27.45,11.34,1.13,0,0,0,6,2.81,26,230,367,63,6.67,0.119,0.016,26.8,0,0.09,0.26,3.59,0.45,0.38,8,0,8,8,104.5,2.8,0,0,0,0,0,0,0,0,0.17,0.2,7,1.5,4.24,4.68,0.44,82,,,,,,,,
13886,"BEEF,RND,TIP RND,RST,LN & FAT,1/8\ FAT",CHOIC,CKD,"RSTD""",60.92,228,27.27,12.34,1.12,0,0,0,6,2.79,25,229,365,63,6.62,0.119,0.016,26.8,0,0.09,0.25,3.57,0.44,0.38,8,0,8,8,103.9,2.79,0,0,0,0,0,0,0,0,0.18,0.2,8,1.5,4.63,5.11,0.48,82,,,,,,,,
13888,"BEEF,RND,TIP RND,RST,LN & FAT,1/8\ FAT",SEL,CKD,"RSTD""",62.31,210,27.63,10.24,1.14,0,0,0,6,2.83,26,232,370,64,6.73,0.12,0.016,26.9,0,0.09,0.26,3.61,0.45,0.38,8,0,8,8,105.2,2.81,0,0,0,0,0,0,0,0,0.14,0.2,7,1.4,3.81,4.22,0.4,82,,,,,,,,
13424,"BEEF,RND,TIP RND,RST,LN,0\ FAT",ALL GRDS,CKD,"RSTD""",66.75,174,27.53,6.2,0.81,0,0,0,6,2.3,18,174,226,36,4.73,0.068,0.01,31.1,0,0.062,0.155,4.945,0.542,0.369,9,0,9,9,104.8,1.52,0,0,0,0,0,0,0,0,0.35,0.1,4,1.3,2.209,2.537,0.247,74,,,,,,,,
23327,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT",ALL GRDS,"RAW""",72.51,125,23.45,3.5,1.11,0,0,0,13,2.33,12,219,311,54,3.67,0.048,0.004,22.1,0,0.063,0.234,6.422,0.356,0.631,4,0,4,4,64.5,1.64,11,3,3,0,0,0,0,0,0.23,0,1,1.5,1.353,1.554,0.244,62,,,,,,,,,
23349,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT",CHOIC,CKD,"RSTD""",63.99,163,30.08,4.79,1.21,0,0,0,16,2.9,15,271,378,69,4.63,0.059,0.005,26.9,0,0.078,0.278,8.178,0.43,0.787,5,0,5,5,80.3,2.04,13,4,4,0,0,0,0,0,0.3,0,1,1.6,1.837,2.158,0.312,76,,,,,,,,
23328,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT",CHOIC,"RAW""",72.24,128,23.46,3.81,1.12,0,0,0,13,2.35,12,219,306,56,3.75,0.048,0.004,21.8,0,0.064,0.225,6.624,0.349,0.638,4,0,4,4,65,1.65,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.488,1.748,0.253,62,,,,,,,,,
23350,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT",SEL,CKD,"RSTD""",65.14,157,30.97,3.72,1.27,0,0,0,17,2.88,15,269,387,67,4.34,0.058,0.003,27.8,0,0.078,0.306,7.555,0.455,0.768,5,0,5,5,78.7,2,14,4,4,0,0,0,0,0,0.26,0,1,1.9,1.421,1.558,0.285,78,,,,,,,,
23329,"BEEF,RND,TOP RND RST,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",72.93,121,23.44,3.04,1.11,0,0,0,13,2.34,12,218,313,54,3.52,0.047,0.003,22.6,0,0.063,0.248,6.12,0.368,0.622,4,0,4,4,63.8,1.62,12,3,3,0,0,0,0,0,0.21,0,1,1.5,1.151,1.262,0.231,63,,,,,,,,,
23378,"BEEF,RND,TOP RND RST,BNLESS,LN,0\ FAT",ALL GRDS,CKD,"RSTD""",64.96,162,30.09,3.77,1.29,0,0,0,16,2.89,15,272,387,67,4.57,0.059,0.005,27.4,0,0.079,0.291,7.978,0.442,0.784,5,0,5,5,80.1,2.03,8,2,2,0,0,0,0,0,0.28,0,1,1.9,1.383,1.594,0.275,77,,,,,,,,
23357,"BEEF,RND,TOP RND RST,BNLESS,LN,0\ FAT",ALL GRDS,"RAW""",72.96,121,23.59,2.94,1.12,0,0,0,13,2.34,12,220,313,54,3.7,0.048,0.004,22.2,0,0.064,0.236,6.462,0.358,0.635,4,0,4,4,64.8,1.64,6,2,2,0,0,0,0,0,0.23,0,1,1.5,1.12,1.292,0.223,62,,,,,,,,,
23379,"BEEF,RND,TOP RND RST,BNLESS,LN,0\ FAT",CHOIC,CKD,"RSTD""",64.37,158,30.24,4.11,1.22,0.06,0,0,16,2.91,15,272,381,69,4.67,0.059,0.005,27,0,0.079,0.28,8.23,0.432,0.792,5,0,5,5,80.7,2.05,7,2,2,0,0,0,0,0,0.3,0,2,1.9,1.547,1.832,0.286,76,,,,,,,,
23358,"BEEF,RND,TOP RND RST,BNLESS,LN,0\ FAT",CHOIC,"RAW""",72.66,124,23.59,3.26,1.12,0,0,0,13,2.35,12,221,309,56,3.78,0.048,0.004,21.9,0,0.064,0.227,6.667,0.35,0.641,4,0,4,4,65.4,1.66,6,2,2,0,0,0,0,0,0.24,0,1,1.6,1.253,1.484,0.232,61,,,,,,,,,
23380,"BEEF,RND,TOP RND RST,BNLESS,LN,0\ FAT",SEL,CKD,"RSTD""",65.87,150,29.81,3.37,1.26,0,0,0,17,2.89,15,271,390,67,4.37,0.059,0.004,28,0,0.079,0.309,7.599,0.457,0.772,5,0,5,5,79.1,2.01,8,3,3,0,0,0,0,0,0.26,0,1,1.9,1.136,1.238,0.26,78,,,,,,,,
23359,"BEEF,RND,TOP RND RST,BNLESS,LN,0\ FAT",SEL,"RAW""",73.4,116,23.59,2.45,1.12,0,0,0,13,2.34,12,220,316,55,3.54,0.047,0.003,22.7,0,0.064,0.25,6.155,0.37,0.626,4,0,4,4,64.1,1.63,7,2,2,0,0,0,0,0,0.21,0,1,1.5,0.92,1.003,0.21,63,,,,,,,,,
23348,"BEEF,RND,TOP RND RST,BNLS,LN&FAT,0\ FAT",ALLGRD,CKD,"RSTD""",64.56,160,29.9,4.49,1.24,0,0,0,16,2.88,15,270,384,67,4.54,0.059,0.005,27.2,0,0.078,0.289,7.929,0.44,0.779,5,0,5,5,79.7,2.02,14,4,4,0,0,0,0,0,0.28,0,1,1.9,1.671,1.918,0.301,77,,,,,,,,
23324,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0\ FAT",ALL GRDS,"RAW""",72.64,124,23.49,3.34,1.12,0,0,0,13,2.33,12,219,312,54,3.68,0.048,0.004,22.1,0,0.064,0.235,6.433,0.357,0.632,4,0,4,4,64.6,1.64,11,3,3,0,0,0,0,0,0.23,0,1,1.5,1.287,1.481,0.238,62,,,,,,,,,
23325,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0\ FAT",CHOIC,"RAW""",72.35,127,23.49,3.66,1.12,0,0,0,13,2.35,12,220,307,56,3.76,0.048,0.004,21.8,0,0.064,0.225,6.635,0.349,0.639,4,0,4,4,65.1,1.65,11,3,3,0,0,0,0,0,0.24,0,1,1.5,1.424,1.678,0.247,62,,,,,,,,,
23326,"BEEF,RND,TOP RND STEAK,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",73.08,120,23.49,2.85,1.12,0,0,0,13,2.34,12,219,314,54,3.52,0.047,0.003,22.6,0,0.064,0.249,6.13,0.369,0.623,4,0,4,4,63.9,1.62,11,3,3,0,0,0,0,0,0.21,0,1,1.5,1.082,1.185,0.225,63,,,,,,,,,
13491,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0\ FAT",ALL GRDS,CKD,"GRILLED""",64.28,162,30.09,3.77,1.29,0,0,0,18,3.25,17,306,435,75,5.15,0.066,0.005,30.8,0,0.089,0.328,8.975,0.497,0.882,5,0,5,5,90.1,2.28,9,3,3,0,0,0,0,0,0.32,0,1,1.5,1.556,1.794,0.31,86,,,,,,,,
23354,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0\ FAT",ALL GRDS,"RAW""",72.96,121,23.59,2.94,1.12,0,0,0,13,2.34,12,220,313,54,3.7,0.048,0.004,22.2,0,0.064,0.236,6.462,0.358,0.635,4,0,4,4,64.8,1.64,6,2,2,0,0,0,0,0,0.23,0,1,1.5,1.12,1.292,0.223,62,,,,,,,,,
13492,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0\ FAT",CHOIC,CKD,"GRILLED""",64.37,166,30.24,4.11,1.22,0,0,0,18,3.27,17,307,429,78,5.25,0.067,0.006,30.4,0,0.089,0.315,9.259,0.486,0.891,5,0,5,5,90.8,2.3,9,3,3,0,0,0,0,0,0.34,0,2,2.1,1.562,1.85,0.289,85,,,,,,,,
23355,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0\ FAT",CHOIC,"RAW""",72.66,124,23.59,3.26,1.12,0,0,0,13,2.35,12,221,309,56,3.78,0.048,0.004,21.9,0,0.064,0.227,6.667,0.35,0.641,4,0,4,4,65.4,1.66,7,2,2,0,0,0,0,0,0.24,0,1,1.5,1.253,1.484,0.232,61,,,,,,,,,
13493,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0\ FAT",SEL,CKD,"GRILLED""",65.87,158,29.81,3.37,1.26,0,0,0,19,3.26,17,305,438,76,4.92,0.066,0.004,31.5,0,0.089,0.347,8.549,0.514,0.869,5,0,5,5,89,2.26,10,3,3,0,0,0,0,0,0.3,0,1,1.4,1.278,1.393,0.292,88,,,,,,,,
23356,"BEEF,RND,TOP RND STEAK,BNLESS,LN,0\ FAT",SEL,"RAW""",73.4,116,23.59,2.45,1.12,0,0,0,13,2.34,12,220,316,55,3.54,0.047,0.003,22.7,0,0.064,0.25,6.155,0.37,0.626,4,0,4,4,64.1,1.63,7,2,2,0,0,0,0,0,0.21,0,1,1.5,0.92,1.003,0.21,63,,,,,,,,,
13969,"BEEF,RND,TOP RND STEAK,BNLS,LN & FAT,0\ FAT",SEL,CKD,"GRLD""",65.58,162,29.7,3.85,1.25,0,0,0,19,3.25,16,304,436,76,4.89,0.066,0.004,31.4,0,0.088,0.345,8.514,0.513,0.865,5,0,5,5,88.7,2.25,16,5,5,0,0,0,0,0,0.29,0,1,1.4,1.502,1.646,0.312,88,,,,,,,,
13893,"BEEF,RND,TOP RND STEAK,LN & FAT,1/8\ FAT",ALL GRDS,CKD,"BRLD""",59.59,204,30.67,9,1.16,0,0,0,7,2.53,20,193,252,41,5.2,0.074,0.011,31.7,0,0.07,0.163,5.36,0.605,0.403,10,0,10,10,116.8,1.71,0,0,0,0,0,0,0,0,0.43,0.1,6,1.5,3.415,3.837,0.367,90,,,,,,,,
13959,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0\ FAT",ALL GRDS,CKD,"GRLD""",64.68,167,29.96,4.28,1.24,0,0,0,18,3.24,17,305,433,75,5.12,0.066,0.005,30.7,0,0.088,0.326,8.935,0.496,0.878,5,0,5,5,89.8,2.28,15,5,5,0,0,0,0,0,0.32,0,1,1.4,1.788,2.056,0.331,86,,,,,,,,
13968,"BEEF,RND,TOP RND STK,BNLS,LN & FAT,0\ FAT",CHOIC,CKD,"GRLD""",64.09,170,30.12,4.62,1.21,0,0,0,18,3.26,17,305,426,78,5.22,0.066,0.006,30.3,0,0.088,0.313,9.215,0.485,0.887,5,0,5,5,90.5,2.3,15,4,4,0,0,0,0,0,0.34,0,1,1.5,1.769,2.084,0.307,86,,,,,,,,
13428,"BEEF,RND,TOP RND,LN&FAT,0\FAT",ALL GRDS,CKD,"BRSD""",57.9,209,35.62,6.31,1.72,0,0,0,4,3.27,25,223,330,45,4.5,0.122,0.018,32.7,0,0.07,0.25,3.76,0.37,0.28,9,0,9,9,135.7,2.68,0,0,0,0,0,0,0,0,0.15,0.1,4,1.6,2.25,2.51,0.27,90,,,,,,,,
13892,"BEEF,RND,TOP RND,LN&FAT,1/8\FAT",ALL GRDS,CKD,"BRSD""",54.68,238,34.34,10.13,1.66,0,0,0,5,3.16,24,215,319,45,4.34,0.118,0.017,32.5,0,0.07,0.24,3.65,0.36,0.27,9,0,9,9,130.8,2.62,0,0,0,0,0,0,0,0,0.17,0.2,7,1.7,3.78,4.15,0.42,90,,,,,,,,
13897,"BEEF,RND,TOP RND,LN&FAT,1/8\FAT",CHOIC,CKD,"PAN-FRIED""",52.36,266,32.99,13.83,1.45,0,0,0,6,2.97,33,274,480,68,4.35,0.124,0.019,32,0,0.11,0.26,5.15,0.43,0.57,12,0,12,12,125.6,3.28,0,0,0,0,0,0,0,0,0.18,0.2,9,1.8,4.64,5.18,1.72,97,,,,,,,,
13890,"BEEF,RND,TOP RND,LN,1/8\ FAT",CHOIC,CKD,"PAN-FRIED""",54.18,228,33.93,8.33,1.53,2.03,0,0,6,3.4,35,286,484,65,4.58,0.129,0.02,34.5,0,0.12,0.315,5.394,0.458,0.582,14,0,14,14,129.2,3.9,0,0,0,0,0,0,0,0,0.17,0.1,5,1.7,2.399,3.031,1.523,102,,,,,,,,
23608,"BEEF,RND,TOP RND,STEAK,LN,1/8\ FAT",ALL GRDS,CKD,"BRLD""",61.96,185,31.82,5.45,1.2,0,0,0,7,2.7,21,204,264,42,5.54,0.08,0.011,36.4,0,0.072,0.18,5.717,0.626,0.427,11,0,11,11,121.2,1.75,0,0,0,0,0,0,0,0,0.49,0.1,4,17.5,1.878,2.278,0.239,84,,,,,,,,
23617,"BEEF,RND,TOP RND,STEAK,LN,1/8\ FAT",CHOIC,"RAW""",71.44,140,22.69,4.78,1.16,0,0,0,20,2.12,25,222,352,57,4.29,0.101,0.014,28.6,0,0.095,0.163,6.901,0.675,0.666,13,0,13,13,94.8,1.89,0,0,0,0,0,0,0,0,0.3,0.1,3,1.2,1.637,2.014,0.219,63,,,,,,,,,
13020,"BEEF,RTL CUTS,FAT,CKD",18.58,680,10.65,70.33,0.45,0,0,0,19,1.08,6,64,99,23,1.24,0.04,0,8.3,0,0.03,0.046,1.528,0.221,0.14,0,0,0,0,56.1,0.9,0,0,0,0,0,0,0,0,0,0.4,15,3.1,28.5,30.45,2.66,95,,,,,,,,,,,
23111,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0\ FAT",CHOIC,"RAW""",72.3,133,21.17,5.33,1.13,0.07,0,0,12,2.66,24,234,403,74,6.72,0.071,0.013,23.8,0,0.09,0.206,4.549,0.76,0.564,3,0,3,3,68.3,2.66,11,3,3,0,0,0,0,0,0.19,0,2,1.5,2.124,2.648,0.329,64,,,,,,,,,
23112,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0\ FAT",SEL,"RAW""",73.01,127,21.72,4.44,1.11,0,0,0,12,2.56,26,233,383,70,6.88,0.076,0.013,23.9,0,0.09,0.212,4.619,0.812,0.595,3,0,3,3,76.8,2.83,12,3,3,0,0,0,0,0,0.16,0,1,1.5,1.897,2.271,0.32,68,,,,,,,,,
13647,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0\ FAT",ALL GRDS,"RAW""",73.17,123,21.64,4.09,1.13,0,0,0,12,2.64,25,236,399,73,6.86,0.074,0.013,24.1,0,0.09,0.212,4.618,0.795,0.583,3,0,3,3,73.5,2.76,6,2,2,0,0,0,0,0,0.18,0,1,1.5,1.653,2.086,0.296,65,,,,,,,,,
13648,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0\ FAT",CHOIC,"RAW""",72.95,125,21.45,4.35,1.14,0.11,0,0,12,2.69,25,237,408,74,6.81,0.071,0.014,24.1,0,0.09,0.21,4.593,0.77,0.57,4,0,4,4,69.3,2.69,5,2,2,0,0,0,0,0,0.2,0,2,1.5,1.709,2.199,0.297,64,,,,,,,,,
13649,"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN,0\ FAT",SEL,"RAW""",73.51,121,21.93,3.7,1.12,0,0,0,12,2.57,26,235,386,71,6.95,0.077,0.013,24.1,0,0.09,0.215,4.655,0.82,0.601,4,0,4,4,77.6,2.86,7,2,2,0,0,0,0,0,0.16,0,1,1.5,1.53,1.85,0.28,68,,,,,,,,,
23000,"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0\ FAT",ALL GRDS,"R""",72.58,130,21.39,4.97,1.13,0,0,0,12,2.62,25,234,395,72,6.78,0.073,0.013,23.8,0,0.09,0.209,4.577,0.786,0.577,3,0,3,3,72.5,2.73,11,3,3,0,0,0,0,0,0.18,0,1,1.5,2.033,2.497,0.326,66,,,,,,,,,
23131,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0\ FAT",ALL GRDS,CKD,"BRSD""",59.76,204,31.03,8.92,1.38,0,0,0,13,3.53,25,230,352,61,9.24,0.129,0.014,37.5,0,0.079,0.271,4.662,0.81,0.535,8,0,8,8,99.5,3.35,22,7,7,0,0,0,0,0,0.11,0.1,6,1.6,3.112,3.887,0.513,98,,,,,,,,
23132,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0\ FAT",CHOIC,CKD,"BRSD""",59.49,207,30.93,9.25,1.4,0,0,0,13,3.7,24,230,353,60,9.22,0.138,0.015,38.1,0,0.079,0.278,4.873,0.821,0.506,8,0,8,8,99.2,3.34,22,6,6,0,0,0,0,0,0.13,0.1,6,1.6,3.264,4.203,0.502,98,,,,,,,,
23133,"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0\ FAT",SEL,CKD,"BRSD""",60.15,200,31.18,8.41,1.35,0,0,0,13,3.29,26,228,352,62,9.28,0.116,0.014,36.6,0,0.079,0.26,4.347,0.798,0.578,8,0,8,8,99.7,3.36,24,7,7,0,0,0,0,0,0.08,0.1,5,1.6,2.884,3.414,0.528,98,,,,,,,,
23083,"BEEF,SHLDR POT RST,BNLESS,LN,0\ FAT",ALL GRDS,CKD,"BRSD""",60.41,196,31.48,7.78,1.4,0,0,0,13,3.6,25,234,359,61,9.44,0.131,0.015,38.1,0,0.08,0.275,4.716,0.82,0.543,8,0,8,8,101.2,3.39,6,2,2,0,0,0,0,0,0.11,0.1,5,1.6,2.596,3.346,0.474,98,,,,,,,,
23081,"BEEF,SHLDR POT RST,BNLESS,LN,0\ FAT",CHOIC,CKD,"BRSD""",60.05,200,31.32,8.3,1.42,0,0,0,13,3.76,25,234,358,60,9.39,0.14,0.015,38.6,0,0.08,0.282,4.923,0.83,0.512,8,0,8,8,100.6,3.38,5,1,1,0,0,0,0,0,0.13,0.1,6,1.6,2.835,3.757,0.47,97,,,,,,,,
23082,"BEEF,SHLDR POT RST,BNLESS,LN,0\ FAT",SEL,CKD,"BRSD""",60.96,190,31.71,7.02,1.38,0,0,0,13,3.36,27,234,360,63,9.53,0.118,0.014,37.3,0,0.08,0.265,4.405,0.81,0.59,8,0,8,8,101.8,3.41,7,2,2,0,0,0,0,0,0.08,0.1,5,1.6,2.239,2.731,0.48,99,,,,,,,,
23554,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0\ FAT",ALL GRDS,CKD,"GRILLED""",64.02,182,28.29,6.8,1.22,0,0,0,12,2.9,25,245,366,67,8.04,0.104,0.013,31.7,0,0.089,0.222,5.481,0.782,0.669,7,0,7,7,87.5,3.39,20,6,6,0,0,0,0,0,0.1,0.1,4,1.6,2.911,3.503,0.409,81,,,,,,,,
23533,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0\ FAT",CHOIC,CKD,"GRILLED""",63.61,186,28.22,7.25,1.21,0,0,0,12,2.9,26,245,367,67,7.89,0.106,0.013,32.2,0,0.079,0.216,5.553,0.732,0.673,7,0,7,7,84.8,3.27,19,6,6,0,0,0,0,0,0.11,0.1,5,1.6,3.09,3.785,0.453,81,,,,,,,,
23536,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0\ FAT",SEL,CKD,"GRILLED""",64.65,177,28.41,6.14,1.24,0,0,0,12,2.89,24,245,366,67,8.27,0.101,0.013,30.9,0,0.099,0.232,5.375,0.831,0.664,7,0,7,7,90.2,3.57,21,6,6,0,0,0,0,0,0.07,0.1,4,1.6,2.642,3.081,0.343,83,,,,,,,,
23516,"BEEF,SHLDR STEAK,BNLESS,LN,0\ FAT",ALL GRDS,CKD,"GRILLED""",64.62,175,28.6,5.82,1.23,0,0,0,12,2.94,26,249,372,68,8.19,0.105,0.013,32,0,0.09,0.225,5.542,0.79,0.678,7,0,7,7,88.7,3.43,5,2,2,0,0,0,0,0,0.1,0.1,5,1.6,2.43,2.98,0.36,82,,,,,,,,
13946,"BEEF,SHLDR STEAK,BNLESS,LN,0\ FAT",SEL,CKD,"GRILLED""",65.24,169,28.71,5.17,1.25,0,0,0,12,2.94,25,249,371,68,8.43,0.103,0.014,31.2,0,0.1,0.235,5.435,0.84,0.674,7,0,7,7,91.5,3.62,6,2,2,0,0,0,0,0,0.07,0.1,4,1.6,2.192,2.603,0.306,83,,,,,,,,
